chr	start	end	name	A1_reads	A2_reads	total_reads	allelic_score	allelic_ratio
chr11	78300527	78322454	Spag5	75	45	120	2.406	0.62
chr11	78323072	78327781	Aldoc	5833	4741	10574	25.916	0.55
chr11	78328421	78342776	Pigs	418	431	849	-0.468	0.49
chr11	78343494	78349164	Unc119	64	56	120	0.583	0.53
chr11	78357576	78387654	Foxn1	1	0	1	0	1
chr11	78372882	78376582	Gm30367	1	0	1	0	1
chr11	78397275	78422277	Slc13a2	0	1	1	0	0
chr11	78465700	78471945	Slc46a1	62	48	110	0.969	0.56
chr11	78472329	78497821	Sarm1	146	124	270	0.997	0.54
chr11	78499119	78502325	Vtn	150	118	268	1.537	0.56
chr11	78503512	78505081	Sebox	17	12	29	0.64	0.59
chr11	78507054	78512168	Tmem199	58	41	99	1.27	0.59
chr11	78512295	78522736	Poldip2	404	373	777	0.851	0.52
chr11	78522849	78536260	Tnfaip1	415	423	838	-0.393	0.5
chr11	78536435	78541473	Ift20	25	25	50	-0.255	0.5
chr11	78541816	78550735	Tmem97	29	10	39	2.772	0.74
chr11	78567167	78697595	Nlk	225	208	433	0.656	0.52
chr11	78750505	78751729	Fam58b	20	22	42	-0.358	0.48
chr11	78826594	78843899	Lyrm9	582	520	1102	1.481	0.53
chr11	78920786	78960232	Nos2	6	3	9	0	0.67
chr11	78962978	78984924	Lgals9	21	26	47	-0.553	0.45
chr11	79013439	79146551	Ksr1	340	322	662	0.594	0.51
chr11	79023596	79035005	Gm11201	59	59	118	-0.27	0.5
chr11	79224684	79248435	Gm30470	264	175	439	4.901	0.6
chr11	79239381	79254695	Wsb1	304	215	519	4.267	0.59
chr11	79305518	79326136	Gm30561	0	3	3	0	0
chr11	79338388	79581609	Nf1	1102	959	2061	3.057	0.53
chr11	79481722	79484031	AU040972	4	5	9	0	0.44
chr11	79500981	79504082	Omg	385	299	684	3.245	0.56
chr11	79513384	79523762	Evi2b	6	6	12	-0.213	0.5
chr11	79513384	79530609	Gm21975	122	108	230	0.708	0.53
chr11	79526559	79530609	Evi2a	111	99	210	0.65	0.53
chr11	79591020	79698023	Rab11fip4	1698	1962	3660	-5.165	0.46
chr11	79607078	79623163	Rab11fip4os1	5	1	6	0	0.83
chr11	79638636	79646834	Gm30718	4	1	5	0	0.8
chr11	79670372	79675086	Rab11fip4os2	2	0	2	0	1
chr11	79728384	79731743	LOC108167851	1	1	2	0	0.5
chr11	79745816	79796728	LOC105242790	1	0	1	0	1
chr11	79933955	79962387	Utp6	287	190	477	5.286	0.6
chr11	79972936	79975189	Gm30875	3	9	12	-1.137	0.25
chr11	79993105	80034123	Suz12	140	95	235	2.698	0.6
chr11	80046492	80081160	Crlf3	201	91	292	10.266	0.69
chr11	80089378	80135797	Atad5	64	54	118	0.691	0.54
chr11	80136673	80142724	Tefm	50	28	78	2.074	0.64
chr11	80153893	80178827	Adap2	53	70	123	-1.128	0.43
chr11	80183871	80199753	Rnf135	38	47	85	-0.715	0.45
chr11	80209031	80267907	Rhot1	366	253	619	5.496	0.59
chr11	80300424	80355986	Rhbdl3	64	40	104	1.927	0.62
chr11	80360491	80378049	5730455P16Rik	171	138	309	1.465	0.55
chr11	80428614	80473248	Psmd11	14	25	39	-1.267	0.36
chr11	80477045	80481179	Cdk5r1	2	2	4	0	0.5
chr11	80482125	80780055	Myo1d	76	94	170	-1.017	0.45
chr11	80507409	80509106	C030013C21Rik	0	1	1	0	0
chr11	80509283	80511281	Gm31109	1	1	2	0	0.5
chr11	80617864	80676041	Gm38907	12	10	22	0.381	0.55
chr11	80805814	80815685	Gm31228	16	14	30	0.369	0.53
chr11	80810414	80822033	Tmem98	72	84	156	-0.723	0.46
chr11	80815705	80821184	LOC108167346	24	44	68	-1.989	0.35
chr11	80858388	80867814	Spaca3	2	0	2	0	1
chr11	80880162	81968396	Asic2	578	516	1094	1.487	0.53
chr11	81243904	81252614	Gm42084	0	3	3	0	0
chr11	81587019	81595467	Gm11418	3	2	5	0	0.6
chr11	81860676	81894582	5530401A14Rik	14	8	22	0.844	0.64
chr11	81869053	81910498	LOC108167853	7	7	14	-0.218	0.5
chr11	81968267	81995780	Gm11419	90	74	164	0.918	0.55
chr11	81980577	81986657	Gm31522	2	7	9	0	0.22
chr11	82057831	82062955	Ccl11	0	2	2	0	0
chr11	82101844	82103399	Ccl12	1	1	2	0	0.5
chr11	82382430	82387256	Gm38577	1	0	1	0	1
chr11	82388429	82447621	Tmem132e	147	83	230	4.835	0.64
chr11	82715009	82764321	Cct6b	3	14	17	-2.196	0.18
chr11	82764344	82767622	Zfp830	100	64	164	2.515	0.61
chr11	82779600	82781042	Gm11423	5	5	10	-0.205	0.5
chr11	82781108	82804274	Lig3	230	146	376	5.063	0.61
chr11	82803818	82871238	Rffl	158	132	290	1.149	0.54
chr11	82871959	82890754	Rad51d	140	159	299	-0.827	0.47
chr11	82892144	82900737	Fndc8	25	49	74	-2.451	0.34
chr11	82900767	82908445	Nle1	50	123	173	-7.859	0.29
chr11	82911252	82943406	Unc45b	3	3	6	0	0.5
chr11	82924900	82933388	Unc45bos	2	1	3	0	0.67
chr11	82942340	82960681	Slfn5os	25	9	34	2.345	0.74
chr11	82951348	82964855	Slfn5	63	25	88	4.504	0.72
chr11	82978381	82991830	Slfn9	5	3	8	0	0.62
chr11	83002157	83020810	Slfn8	16	0	16	4.816	1
chr11	83028122	83040533	Slfn10-ps	1	0	1	0	1
chr11	83065111	83070678	Slfn2	1	0	1	0	1
chr11	83175171	83190216	Slfn4	0	2	2	0	0
chr11	83191329	83215154	Slfn3	2	3	5	0	0.4
chr11	83223575	83226584	AI662270	1	1	2	0	0.5
chr11	83291698	83294637	AA465934	32	50	82	-1.524	0.39
chr11	83293429	83294929	AI450353	11	12	23	-0.301	0.48
chr11	83294644	83298977	Pex12	48	36	84	0.94	0.57
chr11	83298718	83405035	Ap2b1	1316	1284	2600	0.566	0.51
chr11	83409141	83421039	Rasl10b	1368	1309	2677	0.882	0.51
chr11	83421634	83429521	Gas2l2	15	2	17	2.93	0.88
chr11	83437693	83441238	1700020L24Rik	4	6	10	-0.424	0.4
chr11	83440767	83463040	Mmp28	16	9	25	0.94	0.64
chr11	83473067	83506743	Taf15	146	166	312	-0.851	0.47
chr11	83511304	83546540	Gm32650	8	8	16	-0.223	0.5
chr11	83511678	83522683	Heatr9	0	5	5	0	0
chr11	83525777	83530518	Ccl5	0	1	1	0	0
chr11	83572916	83578636	Ccl9	5	39	44	-7.153	0.11
chr11	83582060	83623693	E230016K23Rik	12	16	28	-0.544	0.43
chr11	83587885	83593087	Ccl6	5	4	9	0	0.56
chr11	83647842	83649378	Ccl3	2	0	2	0	1
chr11	83648623	83664683	Ccl4	1	1	2	0	0.5
chr11	83704055	83706269	Wfdc17	1	0	1	0	1
chr11	83709003	83711360	Wfdc18	1	0	1	0	1
chr11	83753636	83783754	Heatr6	258	220	478	1.344	0.54
chr11	83811142	83850728	Gm12576	24	0	24	7.225	1
chr11	83850208	83905917	Hnf1b	7	1	8	0	0.88
chr11	83942089	83963088	Ddx52	190	116	306	4.86	0.62
chr11	83964376	84044578	Synrg	680	650	1330	0.671	0.51
chr11	84048040	84069256	Dusp14	71	77	148	-0.468	0.48
chr11	84078919	84129641	Tada2a	315	207	522	5.884	0.6
chr11	84129676	84401651	Acaca	372	235	607	7.827	0.61
chr11	84148360	84167476	Gm11437	7	9	16	-0.396	0.44
chr11	84422855	84513565	Aatf	250	188	438	2.755	0.57
chr11	84449193	84461841	LOC108167915	16	6	22	1.581	0.73
chr11	84519378	84525534	Lhx1	28	37	65	-0.794	0.43
chr11	84525659	84535831	Lhx1os	130	50	180	8.972	0.72
chr11	84813060	84819515	Mrm1	77	83	160	-0.46	0.48
chr11	84820720	84829067	Dhrs11	83	90	173	-0.489	0.48
chr11	84832360	84870779	Ggnbp2	291	291	582	-0.287	0.5
chr11	84870004	84871631	Ggnbp2os	0	3	3	0	0
chr11	84876311	84880285	Pigw	15	16	31	-0.301	0.48
chr11	84880191	84911131	Myo19	93	119	212	-1.368	0.44
chr11	84910949	84916356	Znhit3	42	26	68	1.468	0.62
chr11	84943890	84951103	Gm32917	2	0	2	0	1
chr11	84957753	84966054	Car4	280	266	546	0.539	0.51
chr11	84984436	85140042	Usp32	408	402	810	0.366	0.5
chr11	85140087	85182799	1700125H20Rik	14	5	19	1.498	0.74
chr11	85191307	85235120	Appbp2	117	115	232	0.324	0.5
chr11	85204330	85231641	Gm38935	49	43	92	0.521	0.53
chr11	85235165	85238304	Appbp2os	13	1	14	3.038	0.93
chr11	85311253	85347071	Ppm1d	111	102	213	0.535	0.52
chr11	85353112	85826058	Bcas3	145	190	335	-2.094	0.43
chr11	85766832	85775680	Bcas3os2	0	1	1	0	0
chr11	85791659	85832388	2610027K06Rik	85	63	148	1.377	0.57
chr11	85832614	85841948	Tbx2	11	7	18	0.619	0.61
chr11	85886342	85916099	Tbx4	2	5	7	0	0.29
chr11	86058130	86201267	Brip1	3	5	8	0	0.38
chr11	86201359	86304443	Brip1os	417	384	801	0.889	0.52
chr11	86210680	86257612	Ints2	133	102	235	1.601	0.57
chr11	86265714	86357525	Med13	234	211	445	0.828	0.53
chr11	86484656	86499007	Rnft1	60	54	114	0.495	0.53
chr11	86499008	86544807	Rps6kb1	206	226	432	-0.744	0.48
chr11	86544990	86567422	Tubd1	47	30	77	1.471	0.61
chr11	86583853	86683822	Vmp1	308	309	617	-0.301	0.5
chr11	86590527	86598495	LOC108167917	18	27	45	-0.934	0.4
chr11	86630395	86631072	Gm11478	1	14	15	-3.311	0.07
chr11	86683982	86692457	Ptrh2	53	39	92	1.058	0.58
chr11	86694609	86757742	Cltc	1440	1563	3003	-1.886	0.48
chr11	86757793	86775647	Gm42085	26	28	54	-0.351	0.48
chr11	86768848	86807936	Dhx40	53	47	100	0.511	0.53
chr11	86936424	86993843	Ypel2	728	500	1228	10.385	0.59
chr11	87033793	87074137	Gdpd1	457	407	864	1.321	0.53
chr11	87077731	87086777	Smg8	73	51	124	1.531	0.59
chr11	87089155	87108714	Prr11	13	6	19	1.078	0.68
chr11	87109260	87122974	Ska2	123	100	223	1.153	0.55
chr11	87127050	87250874	Trim37	2912	2136	5048	27.38	0.58
chr11	87226905	87358994	Ppm1e	1081	943	2024	2.936	0.53
chr11	87357522	87361744	Gm33937	46	32	78	1.153	0.59
chr11	87377606	87404954	Rad51c	14	12	26	0.374	0.54
chr11	87405059	87555823	Tex14	3	1	4	0	0.75
chr11	87547858	87566624	Gm34000	3	1	4	0	0.75
chr11	87566726	87590539	Sept4	316	250	566	2.506	0.56
chr11	87592134	87616302	Mtmr4	141	158	299	-0.751	0.47
chr11	87616386	87659886	Hsf5	3	6	9	0	0.33
chr11	87663086	87735539	Rnf43	33	15	48	2.178	0.69
chr11	87737506	87743617	Supt4a	82	51	133	2.345	0.62
chr11	87758129	87785928	Bzrap1	1537	1137	2674	14.27	0.57
chr11	87783348	87795187	Gm34064	137	85	222	3.531	0.62
chr11	87793783	87804412	Mpo	1	2	3	0	0.33
chr11	87806427	87826119	Lpo	4	5	9	0	0.44
chr11	87852928	87863679	Mks1	30	27	57	0.403	0.53
chr11	87863996	87875536	Epx	4	1	5	0	0.8
chr11	87913919	87915003	Olfr464	1	0	1	0	1
chr11	87917723	87919056	LOC108167870	0	1	1	0	0
chr11	87979524	87998298	Dynll2	1551	1399	2950	2.567	0.53
chr11	88005297	88007152	Gm38610	2	0	2	0	1
chr11	88046762	88053757	Srsf1	106	81	187	1.404	0.57
chr11	88068255	88084729	Vezf1	179	146	325	1.422	0.55
chr11	88098057	88100107	2210416O15Rik	13	13	26	-0.238	0.5
chr11	88099145	88194140	Cuedc1	313	286	599	0.842	0.52
chr11	88194105	88211507	Mrps23	239	218	457	0.758	0.52
chr11	88230937	88259331	Gm38534	5	4	9	0	0.56
chr11	88339381	88718267	Msi2	597	486	1083	3.386	0.55
chr11	88352772	88352864	Mir378b	4	2	6	0	0.67
chr11	88718642	88728572	C030037D09Rik	0	1	1	0	0
chr11	88973934	88991613	Coil	28	30	58	-0.349	0.48
chr11	88999397	89020293	Trim25	39	20	59	2.038	0.66
chr11	89035184	89060757	Dgke	0	3	3	0	0
chr11	89300637	89302559	Nog	31	28	59	0.401	0.53
chr11	89386932	89733723	Ankfn1	57	48	105	0.662	0.54
chr11	89982543	90002894	Pctp	10	14	24	-0.568	0.42
chr11	90030347	90036508	Tmem100	77	109	186	-1.944	0.41
chr11	90043363	90130395	Gm34726	5	2	7	0	0.71
chr11	90134841	90143624	Gm11494	0	1	1	0	0
chr11	90195066	90225568	Gm42089	2	0	2	0	1
chr11	90249296	90278573	Mmd	1120	1065	2185	0.907	0.51
chr11	90336534	90390917	Hlf	1117	1114	2231	0.316	0.5
chr11	90463382	90472880	Gm34850	16	0	16	4.816	1
chr11	90476491	90638124	Stxbp4	337	220	557	6.391	0.61
chr11	90638183	90645977	Cox11	183	129	312	2.88	0.59
chr11	90645689	90687662	Tom1l1	275	308	583	-1.034	0.47
chr11	90732748	90734535	Gm34938	0	1	1	0	0
chr11	90804690	90895152	4930405D11Rik	0	2	2	0	0
chr11	93098140	93601751	Car10	845	629	1474	7.994	0.57
chr11	93360190	93393742	Gm35002	19	8	27	1.583	0.7
chr11	93859242	93885831	Utp18	127	159	286	-1.478	0.44
chr11	93885849	93946985	Mbtd1	141	148	289	-0.441	0.49
chr11	93949813	93956256	Nme2	190	245	435	-2.321	0.44
chr11	93958924	93968521	Nme1	1028	739	1767	11.482	0.58
chr11	93968600	93982695	Gm35198	0	2	2	0	0
chr11	93996059	94126087	Spag9	1595	1475	3070	1.8	0.52
chr11	94069678	94074488	Gm38951	0	2	2	0	0
chr11	94133241	94155770	B230206L02Rik	56	23	79	3.88	0.71
chr11	94140268	94172671	Gm35338	41	16	57	3.199	0.72
chr11	94211453	94215495	Tob1	143	108	251	1.8	0.57
chr11	94235950	94247798	Wfikkn2	8	36	44	-4.895	0.18
chr11	94269955	94271397	Gm38953	0	1	1	0	0
chr11	94271438	94277877	Gm38956	6	9	15	-0.518	0.4
chr11	94279620	94288149	Gm21885	43	41	84	0.34	0.51
chr11	94291136	94321985	Luc7l3	136	127	263	0.507	0.52
chr11	94328000	94341847	Ankrd40	716	825	1541	-2.529	0.46
chr11	94343294	94393018	Abcc3	7	16	23	-1.332	0.3
chr11	94408390	94474389	Cacna1g	733	692	1425	0.84	0.51
chr11	94478903	94485310	Spata20	2	1	3	0	0.67
chr11	94489598	94499974	Epn3	57	41	98	1.189	0.58
chr11	94501346	94532390	Mycbpap	31	48	79	-1.449	0.39
chr11	94507161	94518588	Gm35650	15	36	51	-2.638	0.29
chr11	94539797	94556860	Rsad1	146	208	354	-3.238	0.41
chr11	94557101	94601890	Acsf2	128	53	181	7.918	0.71
chr11	94565073	94569127	Chad	3	1	4	0	0.75
chr11	94629823	94645216	Lrrc59	306	224	530	3.674	0.58
chr11	94644997	94653785	Eme1	39	21	60	1.864	0.65
chr11	94653769	94661932	Mrpl27	334	148	482	17.152	0.69
chr11	94663846	94677519	Xylt2	189	160	349	1.175	0.54
chr11	94694497	94704499	Gm11541	1	0	1	0	1
chr11	94936223	94953042	Col1a1	14	21	35	-0.809	0.4
chr11	94962776	94976327	Sgca	2	0	2	0	1
chr11	94991211	95006898	Ppp1r9b	2577	1959	4536	19.647	0.57
chr11	95009757	95026087	Samd14	411	428	839	-0.537	0.49
chr11	95026257	95041371	Pdk2	480	478	958	0.312	0.5
chr11	95031007	95038283	Gm11513	57	70	127	-0.843	0.45
chr11	95044474	95076811	Itga3	402	370	772	0.879	0.52
chr11	95120116	95125293	Dlx3	1	2	3	0	0.33
chr11	95140446	95145801	Dlx4	3	1	4	0	0.75
chr11	95145052	95159047	Dlx4os	10	9	19	0.301	0.53
chr11	95180964	95259963	LOC102640586	2	4	6	0	0.33
chr11	95261528	95269262	Tac4	0	1	1	0	0
chr11	95271852	95310246	Kat7	251	184	435	3.118	0.58
chr11	95322884	95324594	LOC102640811	0	1	1	0	0
chr11	95337017	95381872	Fam117a	31	23	54	0.768	0.57
chr11	95384890	95391776	Slc35b1	95	78	173	0.951	0.55
chr11	95414062	95493410	Spop	249	234	483	0.582	0.52
chr11	95509845	95514565	Nxph3	74	51	125	1.614	0.59
chr11	95568817	95587698	Ngfr	25	21	46	0.482	0.54
chr11	95666956	95680773	Phb	157	105	262	3.103	0.6
chr11	95681205	95687272	Gm29873	1	2	3	0	0.33
chr11	95700105	95712754	Zfp652os	8	19	27	-1.583	0.3
chr11	95723585	95726773	B130006D01Rik	2	1	3	0	0.67
chr11	95749066	95764715	Zfp652	52	75	127	-1.598	0.41
chr11	95824499	95832140	Phospho1	117	117	234	-0.279	0.5
chr11	95830071	95842476	Abi3	134	142	276	-0.473	0.49
chr11	95842218	95845734	Gngt2	5	5	10	-0.205	0.5
chr11	95854986	95858327	Gm38959	3	0	3	0	1
chr11	95858816	95861046	4833417C18Rik	2	1	3	0	0.67
chr11	95863558	95914920	B4galnt2	9	7	16	0.396	0.56
chr11	96034889	96047430	Snf8	65	43	108	1.67	0.6
chr11	96047430	96065364	Ube2z	322	204	526	6.821	0.61
chr11	96072792	96075694	Atp5g1	427	319	746	4.361	0.57
chr11	96098915	96124624	Calcoco2	1	1	2	0	0.5
chr11	96133785	96166182	Ttll6	8	7	15	0.301	0.53
chr11	96136356	96141216	Gm30084	0	1	1	0	0
chr11	96279403	96285325	Hoxb8	6	8	14	-0.403	0.43
chr11	96286645	96290163	Hoxb7	0	1	1	0	0
chr11	96291036	96306910	Hoxb5os	10	7	17	0.502	0.59
chr11	96292709	96301569	Hoxb6	4	2	6	0	0.67
chr11	96303511	96306121	Hoxb5	6	5	11	0.301	0.55
chr11	96307102	96347930	Hoxb3	11	5	16	0.979	0.69
chr11	96318266	96321638	Hoxb4	1	1	2	0	0.5
chr11	96343032	96353149	LOC102632302	3	4	7	0	0.43
chr11	96351631	96354020	Hoxb2	1	3	4	0	0.25
chr11	96464569	96759622	Skap1	32	9	41	3.667	0.78
chr11	96626945	96678375	Gm38448	1	1	2	0	0.5
chr11	96767545	96777699	Snx11	145	132	277	0.628	0.52
chr11	96788678	96808982	Cbx1	60	37	97	1.903	0.62
chr11	96795331	96798156	Gm11517	3	4	7	0	0.43
chr11	96817412	96829968	Nfe2l1	491	452	943	0.967	0.52
chr11	96849875	96861203	Copz2	21	6	27	2.528	0.78
chr11	96862441	96880623	LOC102641351	42	1	43	11.301	0.98
chr11	96892500	96902535	Gm38961	1	0	1	0	1
chr11	96907424	96916533	Cdk5rap3	99	90	189	0.552	0.52
chr11	96918934	96926526	Gm11525	8	10	18	-0.39	0.44
chr11	96926174	96935648	Prr15l	7	0	7	0	1
chr11	96937815	96944019	Pnpo	457	255	712	13.774	0.64
chr11	96944145	96965060	D030028A08Rik	137	107	244	1.501	0.56
chr11	96953331	96982129	Sp2	172	111	283	3.764	0.61
chr11	96977700	96984111	Gm30809	5	0	5	0	1
chr11	97013568	97024739	Sp6	4	17	21	-2.444	0.19
chr11	97020507	97026418	Gm11532	4	17	21	-2.444	0.19
chr11	97029951	97033960	Scrn2	25	23	48	0.354	0.52
chr11	97034601	97041369	Lrrc46	6	2	8	0	0.75
chr11	97041566	97049213	Mrpl10	251	353	604	-4.72	0.42
chr11	97050627	97068904	Osbpl7	146	138	284	0.47	0.51
chr11	97098006	97115331	Tbx21	0	3	3	0	0
chr11	97136170	97151490	Tbkbp1	204	210	414	-0.395	0.49
chr11	97159709	97187892	Kpnb1	377	348	725	0.826	0.52
chr11	97205841	97280638	Npepps	457	334	791	5.159	0.58
chr11	97280693	97283310	Gm11592	0	2	2	0	0
chr11	97301330	97311190	Gm31005	2	0	2	0	1
chr11	97315715	97329920	Mrpl45	207	158	365	2.226	0.57
chr11	97332108	97352394	Gpr179	10	6	16	0.643	0.62
chr11	97362295	97398542	Socs7	557	482	1039	1.966	0.54
chr11	97404392	97502402	Arhgap23	791	707	1498	1.796	0.53
chr11	97490782	97500340	4933428G20Rik	141	138	279	0.345	0.51
chr11	97509339	97575126	Srcin1	3446	3007	6453	7.61	0.53
chr11	97598510	97622893	2410003L11Rik	1	1	2	0	0.5
chr11	97615354	97618548	Gm38962	0	1	1	0	0
chr11	97627386	97629716	E130012A19Rik	211	197	408	0.585	0.52
chr11	97644190	97660399	LOC108167924	163	79	242	7.449	0.67
chr11	97663411	97685461	Mllt6	873	792	1665	1.603	0.52
chr11	97685464	97688625	Cisd3	67	49	116	1.244	0.58
chr11	97688820	97701348	Pcgf2	200	161	361	1.644	0.55
chr11	97703433	97713500	Psmb3	124	36	160	12.095	0.78
chr11	97715156	97744704	Pip4k2b	993	858	1851	3.038	0.54
chr11	97745469	97766613	Cwc25	77	87	164	-0.618	0.47
chr11	97771480	97775918	1700001P01Rik	1	1	2	0	0.5
chr11	97777525	97782439	Rpl23	93	32	125	7.661	0.74
chr11	97799004	97838765	Lasp1	696	635	1331	1.301	0.52
chr11	97840779	97843043	B230217C12Rik	116	63	179	4.341	0.65
chr11	97851557	97884386	Fbxo47	25	6	31	3.358	0.81
chr11	97923236	97986668	Plxdc1	289	315	604	-0.811	0.48
chr11	97989574	97996278	Arl5c	27	6	33	3.79	0.82
chr11	98001507	98022975	Cacnb1	340	311	651	0.866	0.52
chr11	98023079	98030493	Rpl19	526	518	1044	0.383	0.5
chr11	98036622	98053474	Stac2	265	319	584	-1.851	0.45
chr11	98082553	98150846	Fbxl20	716	599	1315	3.164	0.54
chr11	98152153	98193314	Med1	106	113	219	-0.465	0.48
chr11	98202323	98281101	Cdk12	128	131	259	-0.346	0.49
chr11	98262605	98262662	Mir5119	3	0	3	0	1
chr11	98293442	98296615	Gm31194	0	2	2	0	0
chr11	98298776	98314135	Gm31317	0	11	11	-3.311	0
chr11	98325416	98329645	Neurod2	173	131	304	2.033	0.57
chr11	98334453	98340908	Gm33099	9	6	15	0.518	0.6
chr11	98342121	98343859	Gm38970	2	2	4	0	0.5
chr11	98348405	98357796	Ppp1r1b	1438	1233	2671	4.406	0.54
chr11	98350717	98358283	1700003D09Rik	1136	966	2102	3.947	0.54
chr11	98358366	98381112	Stard3	125	98	223	1.39	0.56
chr11	98383810	98384953	Tcap	8	16	24	-1.12	0.33
chr11	98388671	98400490	Pgap3	80	50	130	2.272	0.62
chr11	98412483	98437716	Erbb2	24	6	30	3.145	0.8
chr11	98437707	98438988	Mien1	56	55	111	0.301	0.5
chr11	98446833	98455373	Grb7	15	24	39	-1.001	0.38
chr11	98447514	98459816	Gm38975	16	24	40	-0.873	0.4
chr11	98464609	98546374	Ikzf3	1	2	3	0	0.33
chr11	98551096	98558665	Zpbp2	2	0	2	0	1
chr11	98575632	98581152	Gm31460	0	2	2	0	0
chr11	98581293	98587245	Ormdl3	115	76	191	2.536	0.6
chr11	98626359	98638308	Gsdma3	0	6	6	0	0
chr11	98664336	98677708	Gsdma	1	0	1	0	1
chr11	98682553	98695978	Psmd3	687	596	1283	2.224	0.54
chr11	98696059	98701655	Gm38985	1	0	1	0	1
chr11	98700896	98704503	Csf3	1	2	3	0	0.33
chr11	98704590	98729475	Med24	617	487	1104	4.294	0.56
chr11	98741775	98769006	Thra	829	771	1600	1.113	0.52
chr11	98767931	98775377	Nr1d1	788	726	1514	1.233	0.52
chr11	98775456	98783728	Gm31862	4	2	6	0	0.67
chr11	98795467	98807862	Msl1	802	718	1520	1.78	0.53
chr11	98798308	98810089	Gm12359	785	707	1492	1.637	0.53
chr11	98809807	98833807	Casc3	204	210	414	-0.395	0.49
chr11	98836784	98853009	Rapgefl1	941	750	1691	5.728	0.56
chr11	98863597	98905578	Wipf2	546	397	943	6.164	0.58
chr11	98907698	98923942	Cdc6	6	2	8	0	0.75
chr11	98927812	98974942	Rara	37	29	66	0.711	0.56
chr11	98937274	98942287	LOC108167925	2	1	3	0	0.67
chr11	98982179	98983016	Gjd3	5	3	8	0	0.62
chr11	98992946	99024205	Top2a	7	16	23	-1.332	0.3
chr11	99041259	99052646	Igfbp4	264	239	503	0.847	0.52
chr11	99065677	99089306	Tns4	1	5	6	0	0.17
chr11	99209046	99231339	Smarce1	186	178	364	0.447	0.51
chr11	99232760	99244283	Krt222	460	314	774	7.064	0.59
chr11	99243894	99304714	Gm32385	6	3	9	0	0.67
chr11	99315515	99322941	Krt25	12	1	13	2.767	0.92
chr11	99322333	99333259	Gm32502	15	7	22	1.175	0.68
chr11	99328483	99337965	Krt26	13	1	14	3.038	0.93
chr11	99345564	99351118	Krt27	1	0	1	0	1
chr11	99365006	99374903	Krt28	3	1	4	0	0.75
chr11	99385253	99389699	Krt10	18	29	47	-1.143	0.38
chr11	99415663	99422593	Krt12	265	43	308	39.751	0.86
chr11	99417137	99425499	LOC101056001	532	53	585	100.084	0.91
chr11	99428384	99438153	Krt20	115	2	117	31.381	0.98
chr11	99477972	99493110	Krt23	6	1	7	0	0.86
chr11	99581772	99631259	LOC105246886	2	3	5	0	0.4
chr11	100131758	100135949	Krt15	0	1	1	0	0
chr11	100186780	100193246	Krt9	45	10	55	5.988	0.82
chr11	100319948	100322099	Eif1	6	6	12	-0.213	0.5
chr11	100347326	100356350	Hap1	1165	1063	2228	1.791	0.52
chr11	100368855	100397805	Jup	461	428	889	0.849	0.52
chr11	100408747	100414819	P3h4	81	75	156	0.463	0.52
chr11	100415693	100424840	Fkbp10	23	29	52	-0.612	0.44
chr11	100422316	100441803	Nt5c3b	208	168	376	1.656	0.55
chr11	100441127	100461669	Klhl10	355	311	666	1.321	0.53
chr11	100457557	100472782	Klhl11	351	315	666	1.058	0.53
chr11	100476351	100528000	Acly	1037	1044	2081	-0.349	0.5
chr11	100478410	100478480	Mir7116	0	1	1	0	0
chr11	100545631	100572566	Ttc25	15	2	17	2.93	0.88
chr11	100574908	100591418	Cnp	3215	3155	6370	0.638	0.5
chr11	100582817	100620168	Dnajc7	561	520	1081	0.951	0.52
chr11	100619855	100627610	Nkiras2	102	79	181	1.294	0.56
chr11	100626218	100692672	Zfp385c	128	125	253	0.347	0.51
chr11	100689737	100697529	Gm38483	7	19	26	-1.839	0.27
chr11	100694883	100704271	Dhx58	19	15	34	0.517	0.56
chr11	100704745	100712478	Kat2a	230	206	436	0.869	0.53
chr11	100715002	100738215	Rab5c	212	184	396	1.059	0.54
chr11	100740377	100760176	Kcnh4	55	47	102	0.612	0.54
chr11	100761692	100762931	Hcrt	8	9	17	-0.301	0.47
chr11	100766025	100770982	Ghdc	36	24	60	1.111	0.6
chr11	100780730	100859004	Stat5b	257	237	494	0.707	0.52
chr11	100859350	100885169	Stat5a	28	8	36	3.224	0.78
chr11	100886805	100939579	Stat3	281	280	561	0.301	0.5
chr11	100935441	100940242	LOC108167926	1	2	3	0	0.33
chr11	100956735	100971212	Ptrf	145	93	238	3.343	0.61
chr11	101009446	101063719	Atp6v0a1	3687	3834	7521	-1.336	0.49
chr11	101030339	101030409	Mir6928	3	3	6	0	0.5
chr11	101070093	101077672	Naglu	43	32	75	0.906	0.57
chr11	101077967	101081188	Hsd17b1	7	16	23	-1.332	0.3
chr11	101082562	101086619	Coasy	79	89	168	-0.613	0.47
chr11	101086710	101092207	Mlx	141	187	328	-2.192	0.43
chr11	101092140	101095435	Psmc3ip	15	23	38	-0.893	0.39
chr11	101096321	101119893	Fam134c	92	95	187	-0.355	0.49
chr11	101120067	101126419	Tubg1	292	244	536	1.675	0.54
chr11	101155870	101161787	Tubg2	313	192	505	7.392	0.62
chr11	101162678	101171410	Plekhh3	95	92	187	0.355	0.51
chr11	101172997	101175443	Ccr10	2	0	2	0	1
chr11	101174648	101190723	Cntnap1	977	869	1846	2.196	0.53
chr11	101191114	101226463	Ezh1	275	260	535	0.565	0.51
